Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6885fceaf816745abc89b0c6,5f518c4fb3a4953e4f9f7e18,APPROVED,Not Applicable,2025-07-27T10:19:30.439000Z,2025-07-27T10:34:05.749000Z,2025-07-29T06:36:17.690000Z,2025-07-27T10:34:06.263405Z,876.0,CJYS1MGD,18,English,29,Female,Black,United States,United States,United States,English,No,Part-Time
6885fd22b2d12fb5bdd275de,64135b2efa1c09f8a0b91bd4,APPROVED,Not Applicable,2025-07-27T10:19:30.301000Z,2025-07-27T10:28:11.584000Z,2025-07-29T06:36:18.327000Z,2025-07-27T10:28:12.059985Z,522.0,CJYS1MGD,3480,English,37,Female,White,United States,United States,United States,English,No,Full-Time
6885fd3816015a55357e04b1,663cc8df4e65d79a540bed2e,APPROVED,Not Applicable,2025-07-27T10:19:36.808000Z,2025-07-27T10:43:49.483000Z,2025-07-29T06:36:18.748000Z,2025-07-27T10:43:49.944049Z,1453.0,CJYS1MGD,305,English,32,Female,White,United States,United States,United States,English,No,Full-Time
6885fd3ad040f2ffdb4ab499,65c0ed76e2e195876cfd9b74,APPROVED,Not Applicable,2025-07-27T10:19:41.578000Z,2025-07-27T10:24:48.915000Z,2025-07-29T06:35:51.832000Z,2025-07-27T10:24:49.374168Z,308.0,CJYS1MGD,4779,English,56,Male,White,United States,United States,United States,English,No,Full-Time
6885fd43d8f35e33cd406d50,63db28baa4a5f06f19e7efc8,APPROVED,Not Applicable,2025-07-27T10:19:51.385000Z,2025-07-27T10:30:19.500000Z,2025-07-29T06:35:52.240000Z,2025-07-27T10:30:20.000342Z,629.0,CJYS1MGD,707,"English, Japanese, Spanish",35,Male,White,Puerto Rico,United States,United States,English,No,Full-Time
6885fd54507ddc5a6e286c0f,62926f5a375553f13d68bc92,APPROVED,Not Applicable,2025-07-27T10:20:08.178000Z,2025-07-27T10:30:24.070000Z,2025-07-29T06:35:52.650000Z,2025-07-27T10:30:24.535011Z,616.0,CJYS1MGD,11234,English,61,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6885fd566d4a618b4eecfc6e,60ccbffae161aadb1880ad6c,APPROVED,Not Applicable,2025-07-27T10:20:09.802000Z,2025-07-27T10:30:02.632000Z,2025-07-29T06:36:19.152000Z,2025-07-27T10:30:03.087256Z,593.0,CJYS1MGD,9613,English,36,Female,White,United States,United States,United States,English,No,Full-Time
6885fd58e6df97e5b7f65aa8,66a53f0e7f48598d440de084,APPROVED,Not Applicable,2025-07-27T10:25:50.054000Z,2025-07-27T10:28:49.888000Z,2025-07-29T06:36:19.531000Z,2025-07-27T10:28:50.359619Z,180.0,CJYS1MGD,1063,English,48,Female,Black,United States,United States,United States,English,No,Full-Time
6885fd5c3101009b550b6be5,67f1f1da7bcf771d82870233,APPROVED,Not Applicable,2025-07-27T10:20:21.529000Z,2025-07-27T10:27:29.911000Z,2025-07-29T06:35:53.037000Z,2025-07-27T10:27:30.362945Z,429.0,CJYS1MGD,1126,English,42,Male,Black,United States,United States,United States,English,No,Full-Time
6885fd67c104aa0969d63647,67f1cc26973bd7f41512c209,APPROVED,Not Applicable,2025-07-27T10:20:45.524000Z,2025-07-27T10:34:37.821000Z,2025-07-29T06:36:19.930000Z,2025-07-27T10:34:38.252871Z,833.0,CJYS1MGD,2334,English,23,Female,Other,United States,United States,United States,English,No,Full-Time
6885fdd6233184751e71ed97,560ce65601c38a0012769e20,RETURNED,Not Applicable,2025-07-27T10:22:40.441000Z,,,2025-07-29T06:33:38.496256Z,,,2077,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6885fdda8d56783feb2d55a0,67ebfd4d8ea1101322300f73,APPROVED,Not Applicable,2025-07-27T10:23:31.107000Z,2025-07-27T10:29:57.444000Z,2025-07-29T06:35:53.425000Z,2025-07-27T10:29:57.927933Z,387.0,CJYS1MGD,1127,"English, Chinese, French",50,Male,White,United States,United States,United States,English,No,Other
6885fddede4f104c720c36cb,5ff07b5ee7a1d23e719e421e,APPROVED,Not Applicable,2025-07-27T10:22:34.425000Z,2025-07-27T10:33:40.853000Z,2025-07-29T06:36:20.340000Z,2025-07-27T10:33:41.330910Z,667.0,CJYS1MGD,7625,English,70,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6885fdf045af5e4a99b676cf,59d7c0f750f88f000161eb21,APPROVED,Not Applicable,2025-07-27T10:23:11.355000Z,2025-07-27T10:29:18.224000Z,2025-07-29T06:36:20.785000Z,2025-07-27T10:29:18.691913Z,367.0,CJYS1MGD,1122,English,53,Female,White,United States,United States,United States,English,No,Full-Time
6885fe02621d71536e65fdf4,67ed75fa0c2423e85f8b3c8b,APPROVED,Not Applicable,2025-07-27T10:23:08.072000Z,2025-07-27T10:31:06.091000Z,2025-07-29T06:36:21.270000Z,2025-07-27T10:31:06.567484Z,479.0,CJYS1MGD,734,English,46,Female,White,United States,United States,United States,English,No,Full-Time
6885fe39efeac10099c4a507,67ecfa7df0970893cb81a3c3,APPROVED,Not Applicable,2025-07-27T10:23:53.678000Z,2025-07-27T10:27:52.233000Z,2025-07-29T06:35:53.838000Z,2025-07-27T10:27:52.749999Z,239.0,CJYS1MGD,254,English,40,Male,White,United States,United States,United States,English,No,Other
6885fe4062e41fef68014132,67df2438f087a74ea30f779b,RETURNED,Not Applicable,2025-07-27T10:24:00.060000Z,,,2025-07-29T06:33:38.499075Z,,,1904,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6885fe6dbd00453ecaf1fad1,67b746fca75ce7e982a23c67,APPROVED,Not Applicable,2025-07-27T10:24:45.412000Z,2025-07-27T10:36:38.650000Z,2025-07-29T06:36:21.717000Z,2025-07-27T10:36:39.113447Z,714.0,CJYS1MGD,764,"English, French",56,Female,White,United States,United States,United States,English,No,Part-Time
6885fe7b464014332814452c,67dad66fd659797310deb87f,APPROVED,Not Applicable,2025-07-27T10:25:11.763000Z,2025-07-27T10:37:53.911000Z,2025-07-29T06:36:22.178000Z,2025-07-27T10:37:54.405990Z,763.0,CJYS1MGD,423,"English, French",20,Female,White,United States,United States,United States,English,No,Full-Time
6885fe89989e3887dae807ee,63c3164c08ff110d63b44dc6,RETURNED,Not Applicable,2025-07-27T10:26:03.639000Z,,,2025-07-29T06:33:38.499283Z,,,1106,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6885fe9c52d56c909f72181f,605bc8caf9e0b0f799baf6da,APPROVED,Not Applicable,2025-07-27T10:26:22.450000Z,2025-07-27T10:40:43.900000Z,2025-07-29T06:35:54.222000Z,2025-07-27T10:40:44.380644Z,862.0,CJYS1MGD,11224,English,38,Male,White,United States,United States,United States,English,No,Full-Time
6885fea745af5e4a99b676ed,5d8a1d20d1afcb0019d7390b,APPROVED,Not Applicable,2025-07-27T10:25:43.663000Z,2025-07-27T10:34:22.065000Z,2025-07-29T06:35:54.609000Z,2025-07-27T10:34:22.552630Z,519.0,CJYS1MGD,10420,English,74,Male,White,United States,United States,United States,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6885febbcd130590f7fd410e,6755fa65a9ab28bdc4c088dd,APPROVED,Not Applicable,2025-07-27T10:26:22.782000Z,2025-07-27T10:40:36.690000Z,2025-07-29T06:35:54.996000Z,2025-07-27T10:40:37.160371Z,854.0,CJYS1MGD,794,English,34,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6885fef55e1755a626ea2cc2,5a5daf4f8e6259000176209b,APPROVED,Not Applicable,2025-07-27T10:27:10.086000Z,2025-07-27T10:38:00.472000Z,2025-07-29T06:36:22.616000Z,2025-07-27T10:38:00.963997Z,651.0,CJYS1MGD,366,English,41,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6885ff021766d5529475716c,67d18c20050ecfd766de3af3,APPROVED,Not Applicable,2025-07-27T10:32:23.817000Z,2025-07-27T10:53:22.754000Z,2025-07-29T06:36:23.056000Z,2025-07-27T10:53:23.249949Z,1259.0,CJYS1MGD,1458,English,58,Female,White,United States,United States,United States,English,DATA_EXPIRED,Part-Time
6885ff13e6fd7eff00d26e48,67f1c8dc042e5b62c7c65764,APPROVED,Not Applicable,2025-07-27T10:27:47.159000Z,2025-07-27T10:34:50.119000Z,2025-07-29T06:36:23.440000Z,2025-07-27T10:34:50.592335Z,423.0,CJYS1MGD,1588,English,35,Female,Black,United States,United States,United States,English,No,Full-Time
6885ff29a05ba590c765e35e,6709a18c842035499e0f1353,APPROVED,Not Applicable,2025-07-27T10:27:58.729000Z,2025-07-27T10:34:28.367000Z,2025-07-29T06:36:23.890000Z,2025-07-27T10:34:28.826031Z,390.0,CJYS1MGD,513,English,42,Female,White,United States,United States,United States,English,Yes,Full-Time
6885ff5df21283bb6dae0b4c,677d97bc1500107b9c36d8b9,APPROVED,Not Applicable,2025-07-27T10:29:38.363000Z,2025-07-27T10:52:32.677000Z,2025-07-29T06:35:55.407000Z,2025-07-27T10:52:33.206261Z,1375.0,CJYS1MGD,702,English,37,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6885ff760cb1b65d39c44c88,64d5219df0415c9a7c609c19,APPROVED,Not Applicable,2025-07-27T10:29:10.930000Z,2025-07-27T10:38:12.423000Z,2025-07-29T06:35:55.814000Z,2025-07-27T10:38:12.879599Z,542.0,CJYS1MGD,7385,English,50,Male,White,United States,United States,United States,English,No,Full-Time
6885ff7a4839decb9fd7251c,66bf66ddeb466531b167c449,APPROVED,Not Applicable,2025-07-27T10:29:24.241000Z,2025-07-27T10:37:11.365000Z,2025-07-29T06:36:24.323000Z,2025-07-27T10:37:11.863654Z,468.0,CJYS1MGD,612,English,42,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
6885ff9977c57cdffabd5609,66460fc29c7a8d2bff98fb67,APPROVED,Not Applicable,2025-07-27T10:29:54.479000Z,2025-07-27T10:43:17.860000Z,2025-07-29T06:36:24.864000Z,2025-07-27T10:43:18.308214Z,804.0,CJYS1MGD,992,English,50,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6885ffb8da168536e3843306,66491cdd1a4db900e216feb1,APPROVED,Not Applicable,2025-07-27T10:30:21.250000Z,2025-07-27T10:37:54.561000Z,2025-07-29T06:35:56.247000Z,2025-07-27T10:37:55.043808Z,454.0,CJYS1MGD,2335,English,37,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6885ffc0f8a72775d804ed70,666149cb6a138209b157427b,APPROVED,Not Applicable,2025-07-27T10:30:32.757000Z,2025-07-27T10:45:05.594000Z,2025-07-29T06:35:56.647000Z,2025-07-27T10:45:06.086720Z,873.0,CJYS1MGD,1497,"English, Spanish",28,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6885ffc3a241d0d8a864130a,677d6546138c74881d9f6efc,APPROVED,Not Applicable,2025-07-27T10:32:31.173000Z,2025-07-27T10:49:15.541000Z,2025-07-29T06:36:25.361000Z,2025-07-27T10:49:16.043152Z,1005.0,CJYS1MGD,679,English,56,Female,White,United States,United States,United States,English,No,Other
6885ffce0405e0c6a6991664,5c0dbb9b9166290001253342,APPROVED,Not Applicable,2025-07-27T10:30:43.460000Z,2025-07-27T10:45:33.926000Z,2025-07-29T06:35:57.057000Z,2025-07-27T10:45:34.403438Z,891.0,CJYS1MGD,10285,English,49,Male,White,United States,United States,United States,English,No,Full-Time
6885ffec41573d2ae002b980,67f09ad02524e8b1d810e0a4,APPROVED,Not Applicable,2025-07-27T10:31:23.296000Z,2025-07-27T10:49:46.333000Z,2025-07-29T06:35:57.461000Z,2025-07-27T10:49:46.842951Z,1104.0,CJYS1MGD,1201,English,20,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,Full-Time
68860018442c030e58283ce9,66fc5dc2ea1f07a1c9676134,APPROVED,Not Applicable,2025-07-27T10:32:05.775000Z,2025-07-27T10:36:17.776000Z,2025-07-29T06:36:25.904000Z,2025-07-27T10:36:18.277050Z,253.0,CJYS1MGD,1584,English,37,Female,White,United States,United States,United States,English,No,Full-Time
688600260bb322662f5034f2,63dd3dd2593c92be97d8dbde,APPROVED,Not Applicable,2025-07-27T10:32:11.374000Z,2025-07-27T10:35:10.301000Z,2025-07-29T06:35:57.868000Z,2025-07-27T10:35:10.795498Z,179.0,CJYS1MGD,6128,English,22,Male,Asian,United States,United States,United States,English,No,Unemployed (and job seeking)
68860038cd231318cfb59526,6717a3ab506a42c9725a54ab,TIMED-OUT,Not Applicable,2025-07-27T10:32:24.092000Z,,,2025-07-29T06:33:38.502666Z,158475.0,,2350,English,25,Female,White,United States,United States,United States,English,Yes,Full-Time
688600aa8f63705d0ce9aebc,669f0372343e26023ee5c023,APPROVED,Not Applicable,2025-07-27T10:34:51.561000Z,2025-07-27T11:02:39.216000Z,2025-07-29T06:36:26.421000Z,2025-07-27T11:02:39.706086Z,1668.0,CJYS1MGD,1011,English,68,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
688600cb1f8cdf4cf04aa48b,651865050634b0ca55fc0d0d,APPROVED,Not Applicable,2025-07-27T10:34:56.924000Z,2025-07-27T11:00:21.738000Z,2025-07-29T06:35:58.271000Z,2025-07-27T11:00:22.260493Z,1525.0,CJYS1MGD,3357,"English, Tagalog-Filipino",36,Male,Asian,Philippines,United States,United States,English,No,Full-Time
688600d8a062cbe1a82f139c,67e41073845419aa20c5dcfe,APPROVED,Not Applicable,2025-07-27T10:38:42.221000Z,2025-07-27T10:52:27.655000Z,2025-07-29T06:36:26.935000Z,2025-07-27T10:52:28.141584Z,826.0,CJYS1MGD,780,English,44,Female,White,United Kingdom,United States,United States,English,DATA_EXPIRED,Full-Time
688600fa2908d43de112b3e4,62728a4122289635e97d12f2,APPROVED,Not Applicable,2025-07-27T10:35:45.626000Z,2025-07-27T10:40:32.273000Z,2025-07-29T06:35:58.684000Z,2025-07-27T10:40:32.754663Z,287.0,CJYS1MGD,2175,English,42,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
68860112949652d8330e12e2,62cbf51439a76e8fccd8a495,APPROVED,Not Applicable,2025-07-27T10:37:17.192000Z,2025-07-27T10:52:21.601000Z,2025-07-29T06:36:27.395000Z,2025-07-27T10:52:22.110888Z,905.0,CJYS1MGD,8853,English,61,Female,White,United States,United States,United States,English,No,Full-Time
688601176e5bdd8db4e61ded,67f1354157bc12085650777c,APPROVED,Not Applicable,2025-07-27T10:36:07.062000Z,2025-07-27T10:50:07.359000Z,2025-07-29T06:35:59.072000Z,2025-07-27T10:50:07.876487Z,841.0,CJYS1MGD,1035,English,28,Male,Black,United States,United States,United States,English,No,Full-Time
6886011ad6546d00f5412228,5dd3699ee73e6136c640f1cf,APPROVED,Not Applicable,2025-07-27T10:36:16.483000Z,2025-07-27T10:46:39.172000Z,2025-07-29T06:35:59.458000Z,2025-07-27T10:46:39.658179Z,623.0,CJYS1MGD,3334,English,48,Male,White,United States,United States,United States,English,No,Full-Time
68860120a2338ed0df63e193,6418e61f3b8276ec30d33995,APPROVED,Not Applicable,2025-07-27T10:43:17.998000Z,2025-07-27T11:00:25.162000Z,2025-07-29T06:35:59.873000Z,2025-07-27T11:00:25.678228Z,1028.0,CJYS1MGD,1107,English,27,Male,Black,United States,United States,United States,English,No,Part-Time
6886014121038dca4d69781a,63e630188c3e4ac4a92b1ff5,APPROVED,Not Applicable,2025-07-27T10:46:38.689000Z,2025-07-27T10:55:27.881000Z,2025-07-29T06:36:00.303000Z,2025-07-27T10:55:28.374429Z,530.0,CJYS1MGD,6654,English,50,Male,White,United States,United States,United States,English,No,Full-Time
